date	deaths	injuries	location	description
1994-11-07T05:00:00.000Z	1	5	Wickliffe, Ohio	Wickliffe Middle School shooting: 37-year-old former student Keith A. Ledeger killed 41-year-old custodian Pete Christopher at Wickliffe Middle School and wounded 47-year-old assistant principal Jim Anderson, 47-year-old police officer Thomas Schmidt, and 50-year-old teacher Lowell Grimm before being injured and taken into custody.[272][308][353] Ledeger was sentenced to 57 years in prison and died in prison of natural causes in 2011.[354]
1994-12-14T05:00:00.000Z	0	1	Albany, New York	"Ralph J. Tortorici, 26, a military veteran and psychology major at the State University of New York at Albany, held hostage a large lecture hall. Tortorici, armed with a .270-caliber rifle with more than two dozen rounds of ammunition and a hunting knife, walked into the ancient history class of Hans Pohlsander, saying, ""Don't worry. Nobody move. You guys are getting held hostage."" The standoff ended when Tortorici had his gun taken away by 19-year-old student Jason McEnaney, who was shot in the leg, groin, and abdomen in the exchange. Tortorici, who suffered from a well-documented history of mental illness, argued during the hostage crisis that the government had implanted a control chip in his head during a procedure at Albany Medical Center. He committed suicide in 1999 in prison while serving a 15 1/2 year sentence.[355][356][357][358]"
1995-01-06T05:00:00.000Z	1	0	Washington, D.C.	A 16-year-old sophomore at Cardozo High School was fatally shot at an entrance to the school, allegedly by a 14-year-old freshman with whom he had been arguing.[359]
1995-01-12T05:00:00.000Z	0	2	Seattle, Washington	A 15-year-old student at Garfield High School left school during the day and returned with his grandfather's handgun. He wounded two students.[360]
1995-08-29T04:00:00.000Z	1	0	Laredo, Texas	Armed with a sawn-off shotgun, 12-year-old Jonah Inverson shot and killed 12-year-old Elizabeth Rivera, who had turned down Inverson's request to go out with him, in a restroom at Memorial Middle School.[266]
1995-09-29T04:00:00.000Z	1	0	Tavares, Florida	14-year-old student Keith E. Johnson killed 13-year-old Joey Summerall at Tavares Middle School with a handgun he had stolen from his neighbor's home. He was convicted and sentenced to life in prison without the possibility of parole.[361]
1995-10-12T04:00:00.000Z	2	1	Blackville, South Carolina	Blackville-Hilda High School shooting: Suspended student 16-year-old Toby R. Sincino killed 56-year-old math teacher Phyllis Senn and wounded 38-year-old math teacher Johnny Thompson before committing suicide at Blackville-Hilda High School.[272][308][362][363]
1995-11-15T05:00:00.000Z	2	1	Lynnville, Tennessee	Richland High School shooting: 17-year-old James Rouse killed a student and teacher at Richland High School and seriously wounded another teacher with a rifle. Rouse was later sentenced to life in prison without parole.[272][362][364]
1996-01-19T05:00:00.000Z	1	0	Washington, D.C.	Two masked gunmen killed 14-year-old Damion Blocker in a stairwell at Winston Education Center. One shooter, 16-year-old Darrick Evans, was sentenced to 41 years to life in prison.[272]
1996-02-02T05:00:00.000Z	3	1	Moses Lake, Washington	Frontier Middle School shooting: 14-year-old Barry Loukaitis killed a teacher and two students and wounded another student when he opened fire on his algebra class.[364][365]
1996-02-29T05:00:00.000Z	2	1	St. Louis, Missouri	30-year-old Mark Boyd hired 23-year-old Malik Nettles to kill 15-year-old Kyunia Taylor as she rode on a school bus bound for Beaumont High School. Taylor was pregnant with a child fathered by Boyd; a baby girl was delivered by emergency caesarean section, but died 23 days later. The bus driver was also shot but survived.[366] Both Boyd and Nettles were convicted of murder. Boyd was sentenced to 26 years while Nettles was sentenced to life without parole.[367]
1996-08-15T04:00:00.000Z	3	0	San Diego, California	San Diego State University shooting: At San Diego State University, 36-year-old graduate student Frederick Martin Davidson killed three professors, 32-year-old Chen Liang, 44-year-old D. Preston Lowrey III, and 36-year-old Costas Lyrintzis, whom he believed were involved in a conspiracy against him.[364][368][369] Davidson was sentenced to serve three life terms without parole.[370]
1996-09-17T04:00:00.000Z	1	2	State College, Pennsylvania	19-year-old Jillian Robbins killed one student and injured two outside Pennsylvania State University's HUB–Robeson Center.[364][371][372] Robbins was sentenced to between 30 and 60 years in prison.[373]
1996-09-25T04:00:00.000Z	1	2	Decatur, Georgia	16-year-old David Dubose, Jr. killed English teacher Horace Morgan on the steps of Dekalb Alternative School. Dubose was found not guilty by reason of insanity and was committed indefinitely to a state mental hospital.[175]
1996-10-09T04:00:00.000Z	1	0	Sherwood, Arkansas	14-year-old Willis Ward Johnson killed 20-year-old James Earl Routt as they rode a school bus.[374] He pleaded guilty to first-degree murder and was sentenced to 46 years in prison.[375]
1996-10-16T04:00:00.000Z	2	0	West Lafayette, Indiana	18-year-old Jarrod Allan Eskew killed 27-year-old Jay Severson, his Wiley Hall dorm counselor, and himself after being found with drugs the previous day.[376][377][378][379]
1997-01-27T05:00:00.000Z	1	0	West Palm Beach, Florida	14-year-old Conniston Middle School student Tronneal Mangum fatally shot 14-year-old classmate John Pierre Kamel over a $40 debt.[380] He was originally sentenced to life in prison, later reduced to 40 years.[381]
1997-02-19T05:00:00.000Z	2	2	Bethel, Alaska	Bethel Regional High School shooting: 16-year-old student Evan Ramsey killed Bethel Regional High School principal Ron Edwards and 15-year-old student Joshua Palacios and wounded two other students.[364][382]
1997-10-01T04:00:00.000Z	3	7	Pearl, Mississippi	Pearl High School shooting: 16-year-old Luke Woodham murdered his 50-year-old mother, Mary, at home before killing his ex-girlfriend, 16-year-old student Christina Menefee, and 17-year-old student Lydia Kaye Dew, then wounding seven others at Pearl High School. Woodham was sentenced to life in prison. [364][383][384][385]
1997-10-15T04:00:00.000Z	0	1	Palmetto, Florida	After an argument between them the day before, 13-year-old Brandon Hartsoe took a .38 revolver from his mother's dresser drawer and shot 13-year-old Lincoln Middle School classmate Trent Murray in the back, causing serious injury, then continued to fire three more shots in the general area of other students.[386] Hartsoe was sentenced in 1998 to serve until his 18th birthday.[387]
1997-12-01T05:00:00.000Z	3	5	West Paducah, Kentucky	Heath High School shooting: Three students were killed and five wounded by 14-year-old Michael Carneal as they participated in a prayer circle. Carneal was sentenced to life in prison with the possibility of parole after 25 years.
1997-12-15T05:00:00.000Z	0	2	Stamps, Arkansas	"Concealed in a wooded area on school grounds, 14-year-old Joseph ""Colt"" Todd wounded two students as they were entering Stamps High School.[364][388]"
1998-03-24T05:00:00.000Z	5	10	Craighead County, Arkansas	Westside Middle School shootings: 13-year-old Mitchell Johnson and 11-year-old Andrew Golden killed a teacher and four students and wounded ten others as Westside Middle School emptied during a fire alarm intentionally set off by Golden. Both shooters were sentenced to confinement until their 21st birthdays.[389][390]
1998-04-24T04:00:00.000Z	1	3	Edinboro, Pennsylvania	Parker Middle School dance shooting: 14-year-old student Andrew Wurst fatally shot 48-year-old teacher John Gillette and wounded two students and another teacher at an 8th grade graduation dance. He is serving a 30- to 60-year sentence in a prison for young offenders.[390][391]
1998-05-19T04:00:00.000Z	1	0	Fayetteville, Tennessee	18-year-old Jacob Lee Davis shot 18-year-old Robert Creson at Lincoln County High School in a dispute over a girl.[392] Davis received a life sentence on July 29, 1999 and will be eligible for parole in 05/19/2049.[393][394]
1998-05-21T04:00:00.000Z	4	25	Springfield, Oregon	Thurston High School shooting: After killing his parents at home, 15-year-old Kip Kinkel drove to Thurston High School, where he killed two students and wounded 25 others.[390] After pleading guilty, he was sentenced to 111 years in prison.[395]
1998-06-15T04:00:00.000Z	0	2	Richmond, Virginia	14-year-old student Quinshawn Brooker wounded 45-year-old basketball coach and history teacher Gregory Carter and 74-year-old Head Start volunteer Eloise Wilson in the hallway of Armstrong High School.[390][396]
1998-12-10T05:00:00.000Z	1	0	Detroit, Michigan	52-year-old Professor Andrzej Olbrot was killed by 48-year-old graduate doctoral student Wlodzimierz Dedecjusat at Wayne State University.[397]
1999-01-08T05:00:00.000Z	2	0	Carrollton, Georgia	15-year-old Andrea Garrett was found dead and 17-year-old Jeff Miller seriously wounded in the girls' restroom at Central Carrollton County High School as part of a suspected suicide pact. Miller died the next day.[398][399]
1999-04-20T04:00:00.000Z	15	21	Littleton, Colorado	Columbine High School massacre: 18-year-old Eric Harris and 17-year-old Dylan Klebold, students at Columbine High School, killed 12 students and one teacher. They injured 21 additional people, and three more were injured while attempting to escape the school. The pair committed suicide in the library after a brief gunfight with police at the end of the massacre.[390][400]
1999-05-20T04:00:00.000Z	0	6	Conyers, Georgia	"15-year-old student Thomas ""T.J."" Solomon, Jr. wounded six students at Heritage High School. A 15-year-old girl was hospitalized in critical condition, and the other victims suffered from non-life-threatening injuries.[390] Solomon initially faced up to 351 years of prison if convicted of aggravated assault and other charges. In 2000, he was found guilty but mentally ill and was sentenced to 40 years in prison and 65 years of probation.[401]"
1999-11-19T05:00:00.000Z	1	0	Deming, New Mexico	13-year-old Victor Cordova, Jr. fatally shot 13-year-old Deming Middle School schoolmate Araceli Tena. Cordova said he had intended to commit suicide but was jostled by others and his gun moved.[390][402] He could not be charged as an adult as he was under 14, so he received the maximum sentence for a juvenile: a minimum of two years in prison, with a maximum of being held until his 21st birthday.[403][404] In December 2003, he was released to his aunt and uncle to live with them in Colorado.[405]
